iteration,gt_label,target_label,grb_Status,grb_Runtime,grb_ObjectiveValue,grb_MIPGap,grb_NumVars,grb_NumBinVars,iteration_time,iteration_mem_consumption
0,1,0,2,0.003000020980834961,0.0,0.0,52,4,0.0980665000006411,1.421931
1,0,1,2,0.003000020980834961,0.11708075999143114,0.0,52,4,0.03900489999978163,0.242232
2,1,0,2,0.003000020980834961,0.21139249464187204,0.0,52,4,0.038340299999617855,0.234366
3,1,0,2,0.003000020980834961,0.1915763350356512,0.0,52,4,0.037522799999351264,0.234053
4,1,0,2,0.003000020980834961,0.07095920276288811,0.0,52,4,0.03742189999866241,0.233229
5,1,0,2,0.003000020980834961,0.37141733728269405,0.0,52,4,0.0373741000003065,0.232131
6,0,1,2,0.003000020980834961,0.0256018397952191,0.0,52,4,0.03739049999967392,0.231298
7,1,0,2,0.003000020980834961,0.0,0.0,52,4,0.037195799999608425,0.231589
8,1,0,2,0.003000020980834961,0.08841853058810117,0.0,52,4,0.03756670000075246,0.231298
9,0,1,2,0.0019998550415039062,0.14902810559976473,0.0,52,4,0.037222499999188585,0.229773
10,0,1,2,0.003000020980834961,0.038977576651365226,0.0,52,4,0.037021600001025945,0.230408
11,1,0,2,0.0019998550415039062,0.1538857755970325,0.0,52,4,0.03764290000071924,0.230879
12,0,1,2,0.002000093460083008,0.11730897918637162,0.0,52,4,0.0373079000000871,0.230403
13,0,1,2,0.0009999275207519531,0.0,0.0,52,4,0.036036800000147196,0.230332
14,0,1,2,0.003000020980834961,0.13489124319120194,0.0,52,4,0.03755090000049677,0.22923
15,0,1,2,0.002000093460083008,0.0866349438611787,0.0,52,4,0.0371515000006184,0.229718
16,1,0,2,0.003000020980834961,0.47688473093648776,0.0,52,4,0.03829720000067027,0.229746
17,1,0,2,0.003000020980834961,0.14379944529757335,0.0,52,4,0.036826800000199,0.229753
18,0,1,2,0.0019998550415039062,0.00712200045108533,0.0,52,4,0.03694020000148157,0.229284
19,1,0,2,0.003000020980834961,0.06017072383213065,0.0,52,4,0.03738629999861587,0.229385
-,-,-,-,-,-,-,-,-,complete: 0.8092681000016455,complete: 5.821038
