iteration,gt_label,target_label,grb_Status,grb_Runtime,grb_ObjectiveValue,grb_MIPGap,grb_NumVars,grb_NumBinVars,iteration_time,iteration_mem_consumption
0,1,0,2,0.003999948501586914,0.20666481770497364,0.0,26,0,0.02216510000107519,0.053795
1,0,1,2,0.0019998550415039062,0.0,0.0,26,0,0.022699199998896802,0.053795
2,1,0,2,0.003000020980834961,0.45863615978019356,2.979208666644386e-06,26,0,0.022374999998646672,0.05331
3,1,0,2,0.003000020980834961,0.4084078620697749,3.345846378310593e-06,26,0,0.0222565999993094,0.052728
4,1,0,2,0.003000020980834961,0.13507725877479027,0.0,26,0,0.022558500000741333,0.052825
5,1,0,2,0.0019998550415039062,0.5248462508942378,2.603133112208936e-06,26,0,0.02153629999884288,0.052464
6,0,1,2,0.002000093460083008,0.0,0.0,26,0,0.021629599999869242,0.052202
7,1,0,2,0.0029997825622558594,0.17255942510329225,0.0,26,0,0.02349060000051395,0.052182
8,1,0,2,0.002000093460083008,0.2044136303228252,0.0,26,0,0.022947100000237697,0.052305
9,0,1,2,0.002000093460083008,0.0,0.0,26,0,0.023174500000095577,0.051908
10,0,1,2,0.0019998550415039062,0.0,0.0,26,0,0.02202180000131193,0.051975
11,1,0,2,0.002000093460083008,0.24673584144190397,0.0,26,0,0.02269710000109626,0.051696
12,0,1,2,0.0019998550415039062,0.0,0.0,26,0,0.02213080000001355,0.051475
13,0,1,2,0.0010001659393310547,0.0,0.0,26,0,0.02100359999894863,0.051921
14,0,1,2,0.002000093460083008,0.0,0.0,26,0,0.02216510000107519,0.051225
15,0,1,2,0.003000020980834961,0.0,0.0,26,0,0.022449300000516814,0.051223
16,1,0,2,0.0009999275207519531,0.33363145106221004,0.0,26,0,0.021819600000526407,0.051305
17,1,0,2,0.002000093460083008,0.29885070371516453,0.0,26,0,0.022400600000764825,0.051585
18,0,1,2,0.002000093460083008,0.0,0.0,26,0,0.02193220000117435,0.051033
19,1,0,2,0.0019998550415039062,0.2493246988503324,0.0,26,0,0.022613299999648007,0.051139
-,-,-,-,-,-,-,-,-,complete: 0.820947400003206,complete: 7.068123
