iteration,gt_label,target_label,grb_Status,grb_Runtime,grb_ObjectiveValue,grb_MIPGap,grb_NumVars,grb_NumBinVars,iteration_time,iteration_mem_consumption
0,tensor(1),0,2,1.4730000495910645,5.340492424102795,0.0,1716,0,2.498649799999839,0.818981
1,tensor(2),0,2,5.134999990463257,12.340314391102439,0.0,1716,0,5.767046099999789,0.818938
2,tensor(8),0,2,3.0249998569488525,15.637424562984698,0.0,1716,0,3.6729551999997057,0.818981
3,tensor(5),0,2,2.057999849319458,5.488208313488957,0.0,1716,0,2.6829682999996294,0.818912
4,tensor(2),0,2,16.25,14.065652227363145,0.0,1716,0,16.90140319999955,0.818645
5,tensor(6),0,2,6.292999982833862,6.8546931392643415,0.0,1716,0,6.941262100000131,0.818853
6,tensor(9),0,2,4.1540000438690186,6.878395504156202,0.0,1716,0,4.791433999999754,0.818074
7,tensor(9),0,2,6.0320000648498535,8.546925659994209,0.0,1716,0,6.659904799999822,0.818559
8,tensor(9),0,2,3.004999876022339,9.9135136946746,0.0,1716,0,3.6339012999997067,0.818337
9,tensor(4),0,2,4.559999942779541,9.685272959541063,0.0,1716,0,5.21496019999995,0.817984
10,tensor(0),0,2,0.2630000114440918,0.0,0.0,1716,0,0.8885232000002361,0.818676
11,tensor(3),0,2,3.552999973297119,20.369520589534183,0.0,1716,0,4.180806600000324,0.817519
12,tensor(9),0,2,2.2660000324249268,11.770918870897741,0.0,1716,0,2.920052000000396,0.818506
13,tensor(9),0,2,18.745999813079834,10.852098145488323,0.0,1716,0,19.365280699999857,0.817516
14,tensor(5),0,2,2.3589999675750732,8.357015618610047,0.0,1716,0,3.0138176999998905,0.818801
15,tensor(6),0,2,3.1649999618530273,7.296863915885934,0.0,1716,0,3.7995404000002964,0.817395
16,tensor(7),0,2,6.6600000858306885,8.21236964564965,0.0,1716,0,7.294579200000044,0.818729
17,tensor(8),0,2,4.854000091552734,14.36645887362591,0.0,1716,0,5.517449300000408,0.817246
18,tensor(8),0,2,2.3499999046325684,13.976168585711285,0.0,1716,0,2.9769086999995125,0.817054
19,tensor(9),0,2,9.039000034332275,8.299942936556697,0.0,1716,0,9.653867800000626,0.81869
-,-,-,-,-,-,-,-,-,complete: 118.37531059999947,complete: 22.389502000000004
