variant_name,path_name,time_mean,time_std,mem_mean,mem_std
onnxgurobi,ctf_medium_wine,0.03346604000007567,0.0014429835530343652,0.053380300000000006,0.010978421999061325
omlt,ctf_medium_wine,0.047418864999963214,0.014035437709957289,0.34509225,0.26700424037533166
gurobiml,ctf_medium_wine,0.024055119999593397,0.0008797058448617891,0.055907899999999996,0.0006727616219731923
